kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Kalasan,Perdagangan,Mikro_Lv1,619786,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4116098,1,0,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv2,8452933,4,2,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,3286832,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,1852518,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4271225,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2790869,3,2,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,4198031,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4750704,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1943962,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4370240,2,1,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,900607,4,2,2,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,1677416,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,721519,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4345864,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4420549,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3734326,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,569468,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv2,7177096,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,558126,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,4930650,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2747575,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2932969,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv2,9317254,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2394477,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1705290,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2242429,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1971662,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3100798,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2354711,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,2217435,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4007842,1,1,0,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,607576,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3549171,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1346299,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,1993352,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3764369,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1169419,3,2,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv2,7592177,3,1,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,930703,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2450078,3,1,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,1291893,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1633058,1,0,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv2,9776365,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4757063,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1692508,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,938804,2,1,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,4999155,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv5,55775469,9,5,4,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4992774,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1075606,3,2,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,4923318,3,2,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,749699,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,3092224,2,1,1,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,3152256,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1975172,3,1,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,1296434,3,2,1,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv1,4655313,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2206358,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1027956,1,1,0,1,0,0,1,0
Moyudan,Agribisnis,Mikro_Lv1,3723680,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4061650,1,1,0,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,3074212,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4425935,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3299092,3,1,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,3425786,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3040835,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,1611569,2,1,1,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,4663190,2,1,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1592491,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4651741,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,5748658,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,764336,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4205471,1,1,0,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2454536,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv3,22136455,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1118211,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4596151,2,1,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3011214,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1555185,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,3356743,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,512521,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2241142,2,1,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,1941742,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4444330,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3222541,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4268332,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2084630,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4512933,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1730384,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1349277,3,1,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3292025,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2105070,1,0,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,637558,3,1,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,1106619,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,3078006,1,0,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1328444,1,0,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4451489,3,1,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3124124,3,1,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2128932,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1785251,1,0,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1047651,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1635510,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1571844,3,1,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1839156,2,1,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,1775132,4,2,2,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,1229525,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,6617797,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,2075430,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4401554,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2831821,4,2,2,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,896743,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3194218,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv3,13030490,8,4,4,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3044372,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,3583761,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,8688202,6,3,3,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,3638578,4,2,2,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv2,9640928,6,3,3,0,0,0,0,0
Berbah,Jasa,Mikro_Lv2,9287118,5,3,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2754651,3,1,2,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,3636391,3,1,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,5325709,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1894183,3,2,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv2,6148820,5,2,3,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv3,17893132,8,4,4,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1757379,3,1,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,747364,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1221180,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4985967,1,0,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv2,7149092,2,1,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,3471286,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,728861,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv4,30716555,7,4,3,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2175621,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3643027,3,2,1,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,1198735,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2901719,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3279653,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4220398,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv4,29408366,13,8,5,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3510212,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2600998,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4334424,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4447135,2,1,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,898649,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3224541,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4877821,3,1,2,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,4863575,4,2,2,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,1592886,1,0,1,1,0,0,1,0
Turi,Agribisnis,Mikro_Lv1,1141471,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1763724,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,869841,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,525294,3,1,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,5936402,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4310925,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4707673,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,2348698,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3637731,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv2,8125723,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,1423426,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2562904,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv2,6510369,4,2,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1410966,2,1,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,4695380,1,0,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,4527555,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2381686,1,1,0,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,3744056,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4974988,4,2,2,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,1007607,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3247641,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3564582,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Kecil,878050822,35,19,16,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,3339970,4,2,2,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,4583994,3,1,2,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,918086,3,2,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1338361,1,0,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4318044,4,2,2,0,0,0,0,0
Berbah,Agribisnis,Mikro_Lv1,4842314,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,848632,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4915747,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2313073,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4535463,3,1,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,1684018,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,661711,3,1,2,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv5,74651212,15,8,7,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv1,1947221,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4887475,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2020247,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4852226,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3326935,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2115920,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1277422,3,2,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1867868,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1054661,1,1,0,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1167765,1,1,0,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv1,2354592,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,9622929,6,3,3,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,588560,2,1,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv3,12552535,8,4,4,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,548419,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1009467,3,2,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,1638812,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2576111,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,2792326,3,2,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1642672,4,2,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,1440118,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv2,9295775,5,3,2,1,1,0,2,1
Ngemplak,Perdagangan,Mikro_Lv1,2669524,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3549975,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv2,5952732,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1428226,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3107005,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3238641,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1563892,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3612001,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv3,12773212,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3128465,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3627348,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2057254,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,9812026,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1835780,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,9559097,5,2,3,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,3636065,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,6825100,5,3,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1317766,3,2,1,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,3700468,3,2,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv2,5201744,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,3850947,2,1,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,793275,3,1,2,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4178219,3,1,2,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,1332767,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2229112,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3180430,1,1,0,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,1762379,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3440747,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3123979,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2196992,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3657529,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4003236,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2633283,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,3168622,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,8312036,4,2,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,2795120,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3809825,4,2,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,2468480,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4399013,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,7675102,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1740294,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4463407,2,1,1,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,3318353,1,0,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,1391641,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3817299,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3608941,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4225002,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,3720794,1,1,0,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,908092,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,8566597,6,3,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,8786997,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2204733,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,721692,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,890958,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1987322,1,0,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3099392,1,0,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,576752,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,540910,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1396429,3,1,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1694215,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2613985,1,1,0,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,3015913,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4103477,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1590857,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,3886926,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2984346,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv2,9065250,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2533267,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2602644,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8058711,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4936374,2,1,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,668280,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2034535,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3418771,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2769273,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2863256,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2712669,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1017103,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1667016,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2313028,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1899732,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2738950,1,1,0,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv2,6292821,6,3,3,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4377433,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,3840470,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2763386,4,2,2,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,2552598,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4460690,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4986070,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2046376,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,753154,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1139327,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2748474,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,752138,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1587963,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1165593,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,958216,4,2,2,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4665933,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4964361,4,2,2,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,707588,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4451619,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4926809,3,2,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,2023728,4,2,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,2716114,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3252436,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4243408,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,636063,3,2,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3336751,4,2,2,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv2,5626945,5,3,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3220939,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3382219,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3482904,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,4708344,3,2,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,2513069,1,0,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,1430993,2,1,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv2,5502070,2,1,1,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,1621291,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4959549,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4521946,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4223586,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3927678,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,578508,1,1,0,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2263672,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3148596,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3857941,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,7642015,1,0,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2867217,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,1819235,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4523778,2,1,1,0,0,0,0,0
