kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Depok,Perdagangan,Mikro_Lv1,2640401,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3986246,1,0,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2178270,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2790692,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2548120,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3093337,3,1,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,147483,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4549349,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4053915,1,1,0,1,1,1,3,1
Cangkringan,Perdagangan,Mikro_Lv2,5823681,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,1438447,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,669220,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4305188,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3866708,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1235369,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2127536,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,5036417,3,2,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv3,17777631,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv2,9567071,2,1,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,3003780,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4348111,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1345790,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv2,7337427,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv2,6707008,3,1,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,793287,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3799838,3,2,1,1,1,1,3,1
Ngemplak,Jasa,Mikro_Lv1,951077,1,1,0,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,3953231,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,380457,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2769690,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1912768,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2433954,4,2,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,867414,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3660983,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,6197961,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1145318,2,1,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,799111,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1423249,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3345541,1,0,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4294282,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3509605,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2924117,3,2,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,466401,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4227816,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4199354,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv2,9238119,5,2,3,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2111722,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2756308,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv2,7874578,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4159334,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,5310404,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3289301,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,182992,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3386184,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4054613,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1200439,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3370186,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3851844,2,1,1,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,3346885,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,770602,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2133544,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,1227327,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,981041,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,7154716,6,3,3,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,1571968,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,187956,4,2,2,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3457872,3,2,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,103376,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1464677,3,2,1,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,4906063,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,8302813,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4758413,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,50650,2,1,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,1086707,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,3061819,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,384287,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,941056,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4107248,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2466474,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4286458,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3914323,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv2,5360197,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,2482062,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1078843,1,1,0,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,4752654,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3145093,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3005829,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2618979,3,2,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4378652,4,2,2,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,1506164,1,1,0,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,579883,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1342894,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4871555,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1467770,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3853611,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3190008,4,2,2,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv3,21869444,3,1,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv2,5739378,2,1,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,3519419,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3961621,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,7858024,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4598959,3,1,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,4125366,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv3,20609435,4,2,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1660383,2,1,1,1,0,0,1,0
Kalasan,Jasa,Kecil,199720614,43,22,21,1,1,1,3,1
Kalasan,Jasa,Mikro_Lv1,523743,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,377261,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2815952,2,1,1,1,0,0,1,0
Prambanan,Agribisnis,Mikro_Lv1,3603894,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1310032,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4255820,4,2,2,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,2823528,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3878570,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1441514,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3086479,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv3,20133955,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,3174129,4,2,2,1,0,0,1,0
Minggir,Agribisnis,Mikro_Lv1,239198,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4854197,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4984732,3,1,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,8132390,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3465724,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1609096,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1801708,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3737578,4,2,2,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,1166533,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3990159,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,9299024,6,3,3,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,2178017,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1802578,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4281497,3,2,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,2141771,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,671999,3,1,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2553389,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,612026,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,188944,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3795195,4,2,2,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,1718478,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1621348,3,1,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3541531,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4127901,1,1,0,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,192888,3,1,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4191807,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3778066,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,894803,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4965866,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,106948,3,2,1,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv1,3125552,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1553169,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3609286,1,1,0,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,3812205,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3946070,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3111027,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,3135073,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3162566,2,1,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,4589389,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3432331,3,1,2,0,0,0,0,0
Berbah,Agribisnis,Mikro_Lv1,1966109,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3432471,4,2,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,962433,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,339535,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,901036,2,1,1,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,2904107,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3468849,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1219508,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2656003,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2011034,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2774385,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4257432,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3254730,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3419843,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2094376,4,2,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,4343975,3,1,2,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3664664,1,0,1,1,1,1,3,1
Gamping,Perdagangan,Mikro_Lv1,590940,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1054664,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2667821,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2453969,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,7799,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2118066,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3237546,1,1,0,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,646812,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,4516499,3,2,1,1,1,0,2,1
Minggir,Perdagangan,Mikro_Lv2,5220821,1,0,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,1042207,4,2,2,1,1,1,3,1
Gamping,Jasa,Mikro_Lv2,5033043,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3768909,3,1,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,6516375,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,477536,3,1,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,1956479,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,151714,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1385620,1,1,0,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2855859,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2373538,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3391628,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3104099,2,1,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,4932201,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,596364,3,2,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,2406217,1,0,1,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,2900056,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1367263,3,1,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4451395,4,2,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,1615381,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,646142,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2533304,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,2984807,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,253267,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4537177,4,2,2,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,3701092,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3589137,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2040254,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,797809,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv2,5436196,1,0,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4190987,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4555827,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4376581,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2277313,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,248422,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2366427,3,2,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,1841926,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1075442,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,421501,3,2,1,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,1053272,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3339382,1,0,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,2992529,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4202881,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1902043,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,6459920,2,1,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,1391639,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4978560,1,0,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,865020,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,9732397,6,3,3,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,3513780,2,1,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,2770208,1,0,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,608527,4,2,2,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,3358365,1,0,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2578062,4,2,2,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,3521140,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2008621,2,1,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1432666,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2988733,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,6157060,4,2,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,1388975,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2042003,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1604552,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv3,24658163,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2435293,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2598261,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3249195,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2183829,4,2,2,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,4195659,1,0,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1237863,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1548890,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv2,5483338,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3365701,1,1,0,0,0,0,0,0
Berbah,Agribisnis,Mikro_Lv1,1013689,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,48500,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,3257030,4,2,2,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,481981,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1961624,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1244588,1,1,0,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv1,4911801,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2230975,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4997613,3,2,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv2,8373816,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,8443156,1,0,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,174115,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4928137,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1777148,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4577686,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2389669,2,1,1,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,1184491,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1121544,3,2,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,3099739,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2659720,1,0,1,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv1,4063025,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2258507,4,2,2,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,2788199,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,292009,2,1,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,1355253,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3609068,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4231791,4,2,2,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,4065156,4,2,2,1,1,0,2,1
Depok,Agribisnis,Mikro_Lv1,670712,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,701916,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1396688,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3218669,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,6066458,5,2,3,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,106500,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1934498,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4269918,3,2,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3028187,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1978524,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1243125,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv2,7718452,6,3,3,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4676616,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv2,7467696,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,773500,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,946584,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3585348,3,2,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,934112,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1851265,3,2,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,2722712,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,766032,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3144753,4,2,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,2648986,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3212810,3,2,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2681966,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2548256,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2397258,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3265926,1,0,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,323420,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1062563,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1511526,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2388351,1,1,0,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,3353461,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1214844,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,181410,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3513728,1,1,0,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,1111649,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4206459,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2161594,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,582275,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1216028,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv2,5882564,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3571297,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3619258,2,1,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,1363990,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2745378,3,1,2,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,4697319,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,721580,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,1633751,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv2,9379952,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4286630,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv2,8145523,1,1,0,1,1,0,2,1
Turi,Jasa,Mikro_Lv1,136365,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4000878,3,1,2,1,0,0,1,0
