kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Gamping,Jasa,Mikro_Lv1,558724,0.013,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,780570,0.0623,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,535394,0.0079,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3493909,0.6653,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2789527,0.5088,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2554040,0.4565,2,1,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,3714651,0.7144,3,2,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,4475133,0.8834,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1191298,0.1536,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1457644,0.2128,1,0,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2888886,0.5309,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,3925487,0.7612,1,0,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3854657,0.7455,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4515450,0.8923,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4957713,0.9906,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4381999,0.8627,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2002180,0.3338,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,4787178,0.9527,2,1,1,1,1,1,3,1
Pakem,Jasa,Mikro_Lv1,2222844,0.3829,2,1,1,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,959966,0.1022,3,2,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,3801878,0.7338,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4753788,0.9453,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv3,14525991,0.3017,2,1,1,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,1251790,0.1671,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2384313,0.4187,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,941575,0.0981,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2972843,0.5495,2,1,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,2711464,0.4914,3,2,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1942970,0.3207,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1794980,0.2878,1,1,0,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2703381,0.4896,1,1,0,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,849001,0.0776,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3092650,0.5761,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,1742185,0.276,1,1,0,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1841640,0.2981,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1446219,0.2103,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1527599,0.2284,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,793441,0.0652,3,2,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,547674,0.0106,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1298352,0.1774,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1421883,0.2049,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,2425238,0.4278,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4039961,0.7867,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4232489,0.8294,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2999289,0.5554,1,0,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv2,8710903,0.7422,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,1768026,0.2818,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,777883,0.0618,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1133273,0.1407,1,1,0,1,0,0,1,0
Depok,Agribisnis,Mikro_Lv1,2056681,0.3459,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1622734,0.2495,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3411202,0.6469,1,0,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,8269176,0.6538,1,0,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,2280391,0.3956,3,1,2,1,1,0,2,1
Moyudan,Agribisnis,Mikro_Lv1,595324,0.0212,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3854486,0.7454,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,9583889,0.9168,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3982042,0.7738,1,1,0,1,0,0,1,0
Moyudan,Agribisnis,Mikro_Lv1,712135,0.0471,3,1,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3428805,0.6508,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1941640,0.3204,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1339843,0.1866,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3806198,0.7347,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2973855,0.5497,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4400388,0.8668,4,2,2,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,3597038,0.6882,1,0,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3334643,0.6299,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4851758,0.9671,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1989875,0.3311,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3904469,0.7565,4,2,2,1,0,0,1,1
Gamping,Jasa,Mikro_Lv1,2144590,0.3655,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,812058,0.0693,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1216999,0.1593,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2710498,0.4912,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4575196,0.9056,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4010004,0.78,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4290543,0.8423,1,0,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2760401,0.5023,3,2,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,2101432,0.3559,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv2,8725137,0.745,6,3,3,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3788893,0.7309,1,0,1,1,1,1,3,1
Seyegan,Jasa,Mikro_Lv1,1089325,0.131,3,2,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,2082246,0.3516,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4106877,0.8015,2,1,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,2481842,0.4404,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1807090,0.2905,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,935938,0.0969,1,1,0,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3229063,0.6065,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2248166,0.3885,3,1,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2639564,0.4755,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2839482,0.5199,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1017634,0.115,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4122540,0.805,1,0,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1368818,0.1931,1,0,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3678789,0.7064,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1072242,0.1272,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4960509,0.9912,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2386080,0.4191,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv2,9749489,0.9499,3,2,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,777382,0.0616,1,0,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4980745,0.9957,3,1,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,9317809,0.8636,5,3,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2132826,0.3629,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4411554,0.8692,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,1436199,0.208,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,4510389,0.8912,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,8385019,0.677,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,3962576,0.7695,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3803611,0.7341,1,0,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,2790622,0.509,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2720259,0.4934,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2641910,0.476,4,2,2,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,4548546,0.8997,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3761527,0.7248,1,0,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4932765,0.9851,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4803291,0.9563,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,9265239,0.853,6,3,3,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,713765,0.0475,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4327539,0.8506,2,1,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,1396435,0.1992,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2221942,0.3827,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1421680,0.2048,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1171969,0.1493,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,5026403,0.0053,6,3,3,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2365846,0.4146,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2187954,0.3751,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1975926,0.328,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4457156,0.8794,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1783309,0.2852,4,2,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4089326,0.7976,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,583176,0.0185,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3504972,0.6678,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv3,17977971,0.5319,3,1,2,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,602591,0.0228,1,0,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,4426408,0.8725,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3573890,0.6831,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3501798,0.6671,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4627983,0.9173,4,2,2,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv2,7654392,0.5309,6,3,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2871002,0.5269,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2852114,0.5227,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,767571,0.0595,4,2,2,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,1628955,0.2509,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3943934,0.7653,2,1,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,2690867,0.4869,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3853506,0.7452,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2123333,0.3607,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,5757079,0.1514,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2075869,0.3502,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,897010,0.0882,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1917309,0.315,1,1,0,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,4089817,0.7977,3,2,1,1,1,1,3,1
Depok,Perdagangan,Mikro_Lv1,3791239,0.7314,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv3,15998256,0.3999,5,3,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,509251,0.0021,1,0,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,2955607,0.5457,2,1,1,1,1,1,3,1
Prambanan,Agribisnis,Mikro_Lv1,823111,0.0718,3,2,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,3737808,0.7195,4,2,2,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4431216,0.8736,4,2,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,2990170,0.5534,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1461896,0.2138,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4898940,0.9775,2,1,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,1143043,0.1429,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4333919,0.852,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1380210,0.1956,1,1,0,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,2825292,0.5167,1,1,0,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,4750314,0.9445,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2982563,0.5517,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4108792,0.802,4,2,2,1,1,1,3,1
Gamping,Perdagangan,Mikro_Lv1,4858017,0.9684,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2665961,0.4813,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2271818,0.3937,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,822794,0.0717,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2999678,0.5555,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,878803,0.0842,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2030492,0.3401,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2755501,0.5012,2,1,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,3288013,0.6196,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1389411,0.1976,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2548490,0.4552,2,1,1,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv2,5121282,0.0243,3,1,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4747183,0.9438,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3269017,0.6153,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2553952,0.4564,2,1,1,1,0,0,1,0
Tempel,Agribisnis,Mikro_Lv2,7222039,0.4444,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4957514,0.9906,3,1,2,1,1,0,2,1
Pakem,Jasa,Mikro_Lv1,2926247,0.5392,3,1,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2260151,0.3911,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1375882,0.1946,3,2,1,1,1,1,3,1
Mlati,Perdagangan,Mikro_Lv1,1178757,0.1508,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3980307,0.7734,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1664079,0.2587,2,1,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,3026386,0.5614,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4399417,0.8665,4,2,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,4820107,0.96,3,1,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,4860214,0.9689,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4386218,0.8636,1,1,0,1,0,1,2,1
Depok,Agribisnis,Mikro_Lv1,1943152,0.3207,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2149879,0.3666,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4532189,0.896,2,1,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4133917,0.8075,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,925770,0.0946,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3726457,0.717,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2395027,0.4211,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3254174,0.612,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4622343,0.9161,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3957963,0.7684,3,2,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,4947684,0.9884,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2894129,0.532,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv2,8007365,0.6015,1,1,0,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1284229,0.1743,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3305966,0.6235,1,1,0,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,1704465,0.2677,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3467473,0.6594,3,1,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,4575186,0.9056,2,1,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv2,5166373,0.0333,2,1,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,3180300,0.5956,1,0,1,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,2385304,0.419,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,3874883,0.75,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,9770418,0.9541,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,759797,0.0577,2,1,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4244893,0.8322,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv2,9791771,0.9584,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1464947,0.2144,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,6843152,0.3686,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1770767,0.2824,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3227029,0.606,1,1,0,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,4451538,0.8781,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1467051,0.2149,3,2,1,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,1292594,0.1761,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1096721,0.1326,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4232821,0.8295,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4306195,0.8458,3,1,2,1,1,0,2,1
Berbah,Agribisnis,Mikro_Lv1,749246,0.0554,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,507645,0.0017,1,0,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv2,6264146,0.2528,3,2,1,1,0,1,2,1
Depok,Jasa,Mikro_Lv2,6082640,0.2165,6,3,3,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,1434511,0.2077,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv3,13631426,0.2421,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2878435,0.5285,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2340255,0.4089,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,958182,0.1018,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1128568,0.1397,3,2,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,4962888,0.9918,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv2,9977325,0.9955,6,3,3,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1182742,0.1517,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,649911,0.0333,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1591827,0.2426,3,1,2,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,3028693,0.5619,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,2656637,0.4793,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3339730,0.6311,4,2,2,1,1,1,3,1
Turi,Jasa,Mikro_Lv1,4973621,0.9941,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,879201,0.0843,3,2,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3891669,0.7537,1,1,0,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,4545118,0.8989,3,1,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,4342470,0.8539,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,701254,0.0447,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4338490,0.853,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4395942,0.8658,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3596711,0.6882,1,0,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2374505,0.4166,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,539887,0.0089,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3801666,0.7337,2,1,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,3525978,0.6724,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3006393,0.557,2,1,1,1,1,0,2,1
Moyudan,Agribisnis,Mikro_Lv1,4832006,0.9627,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,626162,0.028,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2485963,0.4413,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2757118,0.5016,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4140310,0.809,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,1963376,0.3252,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2302470,0.4005,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3517503,0.6706,4,2,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,739192,0.0532,4,2,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,4470914,0.8824,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,774611,0.061,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3182479,0.5961,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2234500,0.3854,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3799322,0.7332,3,1,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3792452,0.7317,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2778209,0.5063,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2456107,0.4347,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,598214,0.0218,2,1,1,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,2529883,0.4511,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2525774,0.4502,3,2,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,804488,0.0677,1,0,1,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,915988,0.0924,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv2,5751174,0.1502,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1390434,0.1979,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1556648,0.2348,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1466704,0.2148,1,0,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,1240637,0.1646,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3359644,0.6355,3,2,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4543893,0.8986,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4810439,0.9579,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv2,8810732,0.7621,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1482439,0.2183,1,1,0,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,4184486,0.8188,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2490486,0.4423,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1634751,0.2522,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv4,46403432,0.8561,5,3,2,1,1,1,3,1
