kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Depok,Jasa,Mikro_Lv1,4027288,0.7838,3,1,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,754435,0.0565,1,0,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3354506,0.6343,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4441651,0.8759,1,0,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1215796,0.1591,3,1,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2896148,0.5325,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,620920,0.0269,1,0,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,3519984,0.6711,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3539084,0.6754,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv5,97428168,0.9486,7,4,3,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,2877513,0.5283,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,692407,0.0428,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1127097,0.1394,1,1,0,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv3,23847284,0.9232,6,3,3,1,1,1,3,1
Seyegan,Perdagangan,Mikro_Lv1,3070373,0.5712,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1228052,0.1618,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1011908,0.1138,2,1,1,1,0,0,1,1
Moyudan,Perdagangan,Mikro_Lv1,3918494,0.7597,1,1,0,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4825773,0.9613,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4883996,0.9742,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2877524,0.5283,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,4867131,0.9705,1,0,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,1664608,0.2588,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3912724,0.7584,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,951698,0.1004,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3803798,0.7342,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3136200,0.5858,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4508919,0.8909,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1474005,0.2164,3,2,1,1,1,1,3,1
Kalasan,Jasa,Mikro_Lv1,2334098,0.4076,4,2,2,1,0,0,1,1
Mlati,Jasa,Mikro_Lv1,1402196,0.2005,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3306309,0.6236,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1763298,0.2807,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1194102,0.1542,1,0,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1039610,0.1199,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,832616,0.0739,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4382707,0.8628,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1437212,0.2083,2,1,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,2871068,0.5269,1,0,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4568225,0.9041,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,953668,0.1008,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3879778,0.7511,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4917660,0.9817,3,1,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2059191,0.3465,4,2,2,1,0,0,1,1
Minggir,Jasa,Mikro_Lv1,2164260,0.3698,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3885166,0.7523,2,1,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,4475133,0.8834,3,2,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,4615030,0.9145,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1457644,0.2128,1,0,1,1,1,0,2,1
Tempel,Agribisnis,Mikro_Lv1,1265825,0.1702,1,0,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1634932,0.2522,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3602374,0.6894,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4409475,0.8688,1,0,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1906668,0.3126,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1022582,0.1161,2,1,1,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,3111037,0.5802,2,1,1,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,3151095,0.5891,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2479683,0.4399,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3291327,0.6203,2,1,1,1,1,1,3,1
Kalasan,Agribisnis,Mikro_Lv1,755369,0.0567,1,1,0,1,1,0,2,1
Berbah,Perdagangan,Mikro_Lv1,4826728,0.9615,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv3,14525991,0.3017,2,1,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,2556297,0.457,1,1,0,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2737877,0.4973,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1226403,0.1614,3,1,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2972843,0.5495,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1025002,0.1167,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1942970,0.3207,3,2,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,3730794,0.718,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2863608,0.5252,4,2,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,1060552,0.1246,1,0,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3092650,0.5761,4,2,2,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,1742185,0.276,1,1,0,1,0,0,1,0
Moyudan,Agribisnis,Mikro_Lv1,646083,0.0325,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1446219,0.2103,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv4,45352805,0.8141,5,2,3,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,793441,0.0652,3,2,1,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv3,22999630,0.8666,7,4,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1298352,0.1774,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3377309,0.6394,1,1,0,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4799689,0.9555,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,601351,0.0225,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4495927,0.888,4,2,2,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,2163100,0.3696,3,1,2,1,0,0,1,1
Seyegan,Jasa,Mikro_Lv1,2560682,0.4579,3,2,1,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,2641153,0.4758,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2731028,0.4958,1,0,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2301101,0.4002,3,1,2,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,2056681,0.3459,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3243651,0.6097,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,7090898,0.4182,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,2568762,0.4597,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,2330376,0.4068,1,0,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,705908,0.0458,3,1,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3854486,0.7454,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4811561,0.9581,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2347143,0.4105,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,529402,0.0065,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1174698,0.1499,4,2,2,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,4481614,0.8848,2,1,1,1,1,0,2,1
Berbah,Perdagangan,Mikro_Lv1,2572567,0.4606,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2672200,0.4827,1,0,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3302819,0.6228,1,1,0,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,1447955,0.2107,4,2,2,1,1,1,3,1
Ngemplak,Perdagangan,Mikro_Lv1,4328961,0.8509,3,1,2,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,1574387,0.2388,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,3274324,0.6165,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,4333780,0.852,4,2,2,1,0,0,1,1
Prambanan,Perdagangan,Mikro_Lv1,3898350,0.7552,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,856671,0.0793,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,4718272,0.9374,1,0,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,2172063,0.3716,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4673970,0.9275,3,1,2,1,0,0,1,1
Ngaglik,Jasa,Mikro_Lv1,1228487,0.1619,4,2,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,607396,0.0239,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1877189,0.306,1,1,0,1,0,0,1,1
Tempel,Jasa,Mikro_Lv1,2101432,0.3559,1,1,0,1,0,0,1,0
Berbah,Jasa,Mikro_Lv2,8725137,0.745,6,3,3,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3788893,0.7309,1,0,1,1,1,1,3,1
Seyegan,Jasa,Mikro_Lv1,1089325,0.131,3,2,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,2082246,0.3516,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4106877,0.8015,2,1,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,2481842,0.4404,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1807090,0.2905,3,2,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,935938,0.0969,1,1,0,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3229063,0.6065,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2248166,0.3885,3,1,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,2639564,0.4755,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2839482,0.5199,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1017634,0.115,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4122540,0.805,1,0,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1368818,0.1931,1,0,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3678789,0.7064,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1072242,0.1272,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4960509,0.9912,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2386080,0.4191,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv2,9749489,0.9499,3,2,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,3444008,0.6542,4,2,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,4980745,0.9957,3,1,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,9317809,0.8636,5,3,2,1,1,0,2,1
Gamping,Agribisnis,Mikro_Lv2,6146011,0.2292,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4411554,0.8692,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,1436199,0.208,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,4510389,0.8912,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,8385019,0.677,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,3962576,0.7695,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3803611,0.7341,1,0,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3094372,0.5765,1,1,0,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3064744,0.5699,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2632458,0.4739,1,0,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2212199,0.3805,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3588639,0.6864,4,2,2,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,4932765,0.9851,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4803291,0.9563,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,9265239,0.853,6,3,3,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,713765,0.0475,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4327539,0.8506,2,1,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,1396435,0.1992,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2221942,0.3827,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1421680,0.2048,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1171969,0.1493,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,5026403,0.0053,6,3,3,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2365846,0.4146,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2187954,0.3751,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1975926,0.328,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4457156,0.8794,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1783309,0.2852,4,2,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4089326,0.7976,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,583176,0.0185,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3504972,0.6678,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv3,17977971,0.5319,3,1,2,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,602591,0.0228,1,0,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,4426408,0.8725,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3573890,0.6831,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3501798,0.6671,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4627983,0.9173,4,2,2,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv2,7654392,0.5309,6,3,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2871002,0.5269,4,2,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,2930142,0.54,1,1,0,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2554812,0.4566,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4437859,0.8751,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,3151838,0.5893,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3391774,0.6426,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4866446,0.9703,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3620754,0.6935,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3015511,0.559,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3703945,0.712,1,0,1,1,1,0,2,1
Godean,Agribisnis,Mikro_Lv1,1917309,0.315,1,1,0,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,1200438,0.1557,2,1,1,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,1181467,0.1514,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2047451,0.3439,2,1,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,1788525,0.2863,3,1,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3173643,0.5941,2,1,1,1,1,0,2,1
Berbah,Perdagangan,Mikro_Lv1,664033,0.0365,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1449958,0.2111,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,5356539,0.0713,5,3,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2990170,0.5534,4,2,2,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,4301081,0.8447,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2804987,0.5122,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3180729,0.5957,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4333919,0.852,4,2,2,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,4599864,0.9111,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,2825292,0.5167,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,643905,0.032,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3117117,0.5816,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,558407,0.013,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1373922,0.1942,4,2,2,1,0,0,1,1
Godean,Perdagangan,Mikro_Lv1,2148555,0.3663,2,1,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv2,9077216,0.8154,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3421845,0.6493,3,2,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,2999678,0.5555,2,1,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,4654235,0.9232,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2706622,0.4904,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,554012,0.012,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3288013,0.6196,3,2,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,639384,0.031,1,0,1,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,2381913,0.4182,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1821663,0.2937,3,1,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,945272,0.0989,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,841914,0.076,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv3,12301428,0.1534,6,3,3,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1278335,0.173,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2926247,0.5392,3,1,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2260151,0.3911,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1375882,0.1946,3,2,1,1,1,1,3,1
Mlati,Perdagangan,Mikro_Lv1,1178757,0.1508,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3980307,0.7734,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1664079,0.2587,2,1,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,3026386,0.5614,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4399417,0.8665,4,2,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,4820107,0.96,3,1,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,4860214,0.9689,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4386218,0.8636,1,1,0,1,0,1,2,1
Depok,Agribisnis,Mikro_Lv1,1943152,0.3207,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2149879,0.3666,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4532189,0.896,2,1,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4133917,0.8075,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,925770,0.0946,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3726457,0.717,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2395027,0.4211,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,3254174,0.612,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4622343,0.9161,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3957963,0.7684,3,2,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,4947684,0.9884,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2894129,0.532,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv2,8007365,0.6015,1,1,0,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1284229,0.1743,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3305966,0.6235,1,1,0,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,1704465,0.2677,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3467473,0.6594,3,1,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,4575186,0.9056,2,1,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv2,5166373,0.0333,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3876379,0.7503,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,9950953,0.9902,6,3,3,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1943537,0.3208,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3353752,0.6342,3,2,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv2,7529305,0.5059,6,3,3,1,1,1,3,1
Moyudan,Jasa,Mikro_Lv1,2181986,0.3738,1,1,0,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3252967,0.6118,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1464947,0.2144,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,6843152,0.3686,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1770767,0.2824,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3227029,0.606,1,1,0,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,4451538,0.8781,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1467051,0.2149,3,2,1,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,1292594,0.1761,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1096721,0.1326,3,1,2,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,555818,0.0124,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3486216,0.6636,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4635933,0.9191,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2175322,0.3723,2,1,1,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,1248785,0.1664,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4213058,0.8251,3,2,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv2,8636342,0.7273,3,2,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,1560441,0.2357,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,3822072,0.7382,1,1,0,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,1836039,0.2969,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2396079,0.4214,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4173927,0.8164,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2740954,0.498,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,5360039,0.072,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2944240,0.5432,1,0,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,4908686,0.9797,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4539702,0.8977,1,1,0,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,3591986,0.6871,1,0,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv4,34979628,0.3992,7,3,4,1,0,0,1,1
Mlati,Perdagangan,Mikro_Lv1,3465305,0.659,1,0,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4615135,0.9145,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1962241,0.3249,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2269101,0.3931,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,979466,0.1065,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2672794,0.4828,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3099951,0.5778,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,651519,0.0337,2,1,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv2,8627384,0.7255,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3392144,0.6427,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,2364484,0.4143,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3788769,0.7308,1,0,1,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv2,8025978,0.6052,2,1,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,2907032,0.5349,3,1,2,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,3976267,0.7725,2,1,1,1,0,0,1,0
