kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online,is_urban,umur_usaha
Cangkringan,Perdagangan,Mikro_Lv1,1801609,0.2892,1,1,0,0,0,0,0,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,2050068,0.3445,1,1,0,0,0,0,0,0,0,2
Minggir,Jasa,Mikro_Lv1,4743412,0.943,3,2,1,1,0,0,1,0,0,2
Godean,Jasa,Mikro_Lv1,2549497,0.4554,3,2,1,1,0,0,1,0,0,1
Gamping,Perdagangan,Mikro_Lv1,4828881,0.962,3,1,2,0,0,0,0,0,1,4
Sleman,Perdagangan,Mikro_Lv1,716382,0.0481,2,1,1,0,0,0,0,0,0,3
Kalasan,Agribisnis,Mikro_Lv1,762322,0.0583,2,1,1,0,0,0,0,0,1,3
Ngaglik,Perdagangan,Mikro_Lv1,2389688,0.4199,3,2,1,0,0,0,0,0,1,4
Ngaglik,Agribisnis,Mikro_Lv4,36736681,0.4695,14,6,8,1,1,0,2,1,1,9
Berbah,Perdagangan,Mikro_Lv1,1414065,0.2031,1,1,0,0,0,0,0,0,0,2
Mlati,Jasa,Mikro_Lv1,4185507,0.819,2,1,1,1,0,0,1,0,1,4
Mlati,Jasa,Mikro_Lv1,2099367,0.3554,4,2,2,1,0,0,1,1,1,2
Kalasan,Jasa,Mikro_Lv2,6478216,0.2956,4,2,2,1,1,0,2,1,1,5
Tempel,Jasa,Mikro_Lv1,3404040,0.6453,3,2,1,0,0,0,0,0,0,1
Kalasan,Perdagangan,Mikro_Lv1,4941181,0.9869,3,2,1,1,1,0,2,1,1,2
Ngaglik,Perdagangan,Mikro_Lv1,4362525,0.8583,2,1,1,1,1,0,2,1,1,1
Sleman,Jasa,Mikro_Lv1,880929,0.0847,2,1,1,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv1,1442060,0.2093,3,1,2,1,0,0,1,0,1,1
Godean,Jasa,Mikro_Lv1,2903382,0.5341,1,1,0,0,0,0,0,0,0,2
Moyudan,Jasa,Mikro_Lv2,9504888,0.901,3,1,2,0,0,0,0,0,0,4
Kalasan,Jasa,Mikro_Lv1,1113595,0.1364,1,1,0,1,1,0,2,1,1,2
Gamping,Perdagangan,Mikro_Lv1,1089522,0.131,1,1,0,1,1,0,2,1,1,2
Mlati,Jasa,Mikro_Lv1,1401839,0.2004,3,1,2,1,1,0,2,1,1,3
Prambanan,Perdagangan,Mikro_Lv1,1315468,0.1812,3,1,2,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv1,1744497,0.2766,1,1,0,0,0,0,0,0,1,4
Kalasan,Perdagangan,Mikro_Lv1,1028878,0.1175,1,1,0,0,0,0,0,0,1,1
Gamping,Jasa,Mikro_Lv1,1964686,0.3255,3,1,2,0,0,0,0,0,1,3
Kalasan,Perdagangan,Mikro_Lv1,604726,0.0233,4,2,2,1,0,0,1,0,1,2
Seyegan,Perdagangan,Mikro_Lv1,1837916,0.2973,2,1,1,0,0,0,0,0,0,2
Mlati,Jasa,Mikro_Lv1,1533809,0.2297,2,1,1,0,0,0,0,0,1,2
Gamping,Jasa,Mikro_Lv1,2403748,0.4231,2,1,1,1,0,0,1,0,1,4
Sleman,Perdagangan,Mikro_Lv1,4887484,0.975,1,0,1,0,0,0,0,0,0,5
Gamping,Perdagangan,Mikro_Lv1,4085256,0.7967,1,0,1,0,0,0,0,0,1,3
Depok,Perdagangan,Mikro_Lv1,2210281,0.3801,1,1,0,0,0,0,0,0,1,5
Turi,Perdagangan,Mikro_Lv1,881317,0.0847,1,0,1,1,0,0,1,0,0,1
Minggir,Jasa,Mikro_Lv1,1747518,0.2772,4,2,2,0,0,0,0,0,0,5
Minggir,Jasa,Mikro_Lv1,2063678,0.3475,4,2,2,0,0,0,0,0,0,2
Seyegan,Perdagangan,Mikro_Lv1,1400797,0.2002,4,2,2,0,0,0,0,0,0,1
Minggir,Jasa,Mikro_Lv1,1562125,0.236,1,1,0,1,0,0,1,0,0,2
Tempel,Agribisnis,Mikro_Lv1,4323322,0.8496,3,2,1,0,0,0,0,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,642841,0.0317,4,2,2,1,1,0,2,1,0,4
Pakem,Jasa,Mikro_Lv1,1359035,0.1909,2,1,1,0,0,0,0,0,0,1
Tempel,Jasa,Mikro_Lv1,2428282,0.4285,4,2,2,0,0,0,0,0,0,2
Pakem,Perdagangan,Mikro_Lv1,604882,0.0233,1,1,0,0,0,0,0,0,0,5
Ngaglik,Jasa,Mikro_Lv1,967680,0.1039,3,1,2,0,0,0,0,0,1,2
Gamping,Jasa,Mikro_Lv1,4370376,0.8601,1,1,0,1,0,0,1,0,1,1
Sleman,Perdagangan,Mikro_Lv1,4325801,0.8502,2,1,1,0,0,0,0,0,0,3
Tempel,Jasa,Mikro_Lv1,2656183,0.4792,4,2,2,0,0,0,0,0,0,1
Ngaglik,Perdagangan,Mikro_Lv1,3670028,0.7045,1,1,0,0,0,0,0,0,1,2
Depok,Perdagangan,Mikro_Lv1,2632207,0.4738,3,2,1,0,0,0,0,0,1,4
Sleman,Jasa,Mikro_Lv1,2192789,0.3762,3,1,2,0,0,0,0,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,3780610,0.729,1,1,0,1,0,0,1,0,0,5
Turi,Jasa,Mikro_Lv1,848097,0.0774,4,2,2,0,0,0,0,0,0,3
Kalasan,Perdagangan,Mikro_Lv1,2110743,0.3579,2,1,1,0,0,0,0,0,1,2
Cangkringan,Perdagangan,Mikro_Lv1,913961,0.092,3,2,1,0,0,0,0,0,0,1
Turi,Jasa,Mikro_Lv1,1355446,0.1901,1,1,0,1,0,0,1,0,0,1
Gamping,Agribisnis,Mikro_Lv1,3259256,0.6132,2,1,1,1,1,0,2,1,1,4
Ngaglik,Perdagangan,Mikro_Lv1,4469879,0.8822,3,2,1,1,1,0,2,1,1,5
Tempel,Perdagangan,Mikro_Lv1,4495902,0.888,1,1,0,0,0,0,0,0,0,5
Moyudan,Perdagangan,Mikro_Lv1,4208698,0.8242,2,1,1,1,0,0,1,0,0,4
Berbah,Perdagangan,Mikro_Lv1,4836886,0.9638,4,2,2,0,0,0,0,0,0,5
Cangkringan,Perdagangan,Mikro_Lv2,5321373,0.0643,1,1,0,0,0,0,0,0,0,5
Tempel,Jasa,Mikro_Lv1,1248227,0.1663,3,1,2,1,0,0,1,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,2339724,0.4088,3,2,1,0,0,0,0,0,0,1
Depok,Agribisnis,Mikro_Lv1,4173653,0.8164,2,1,1,1,0,0,1,0,1,3
Tempel,Jasa,Mikro_Lv1,3404492,0.6454,4,2,2,0,0,0,0,0,0,4
Pakem,Jasa,Mikro_Lv1,3161540,0.5915,3,2,1,0,0,0,0,0,0,4
Moyudan,Jasa,Mikro_Lv1,1210660,0.1579,4,2,2,0,0,0,0,0,0,1
Ngemplak,Jasa,Mikro_Lv1,4463621,0.8808,4,2,2,1,1,0,2,1,0,2
Kalasan,Perdagangan,Mikro_Lv1,3633347,0.6963,2,1,1,0,0,0,0,0,1,3
Mlati,Jasa,Mikro_Lv1,644408,0.0321,1,1,0,1,1,0,2,1,1,5
Depok,Jasa,Mikro_Lv1,2339366,0.4087,4,2,2,0,0,0,0,0,1,1
Cangkringan,Jasa,Mikro_Lv1,2203060,0.3785,1,1,0,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,2477219,0.4394,2,1,1,0,0,0,0,0,0,3
Mlati,Jasa,Mikro_Lv1,801970,0.0671,2,1,1,1,1,0,2,1,1,3
Kalasan,Jasa,Mikro_Lv1,4778692,0.9508,3,2,1,1,1,0,2,1,1,4
Mlati,Perdagangan,Mikro_Lv1,2393962,0.4209,4,2,2,1,1,0,2,1,1,4
Tempel,Jasa,Mikro_Lv1,2324351,0.4054,3,1,2,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv1,2136770,0.3637,4,2,2,0,0,0,0,0,1,4
Minggir,Perdagangan,Mikro_Lv1,3696005,0.7102,1,1,0,1,0,0,1,0,0,5
Prambanan,Agribisnis,Mikro_Lv1,3969895,0.7711,4,2,2,1,1,0,2,1,0,4
Godean,Perdagangan,Mikro_Lv1,572445,0.0161,1,1,0,1,0,0,1,0,0,2
Kalasan,Jasa,Mikro_Lv1,700660,0.0446,3,2,1,0,0,0,0,0,1,5
Pakem,Jasa,Mikro_Lv1,1849614,0.2999,4,2,2,0,0,0,0,0,0,3
Tempel,Perdagangan,Mikro_Lv1,2843599,0.5208,2,1,1,0,0,0,0,0,0,1
Godean,Perdagangan,Mikro_Lv1,4471932,0.8827,1,1,0,1,0,0,1,0,0,2
Moyudan,Jasa,Mikro_Lv1,3129872,0.5844,1,1,0,0,0,0,0,0,0,5
Gamping,Jasa,Mikro_Lv1,2420552,0.4268,4,2,2,1,0,0,1,1,1,5
Moyudan,Perdagangan,Mikro_Lv1,3342597,0.6317,3,2,1,1,1,0,2,1,0,5
Godean,Perdagangan,Mikro_Lv1,4092348,0.7983,4,2,2,0,0,0,0,0,0,4
Gamping,Perdagangan,Mikro_Lv1,1790085,0.2867,4,2,2,1,0,0,1,0,1,2
Moyudan,Perdagangan,Mikro_Lv1,4679379,0.9288,3,2,1,0,0,0,0,0,0,5
Ngaglik,Perdagangan,Mikro_Lv1,573106,0.0162,4,2,2,1,0,0,1,0,1,2
Seyegan,Jasa,Mikro_Lv2,7691750,0.5384,6,3,3,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv2,5780638,0.1561,4,2,2,1,1,0,2,1,1,7
Berbah,Perdagangan,Mikro_Lv1,2593508,0.4652,1,1,0,0,0,0,0,0,0,2
Berbah,Jasa,Mikro_Lv1,2121122,0.3602,1,1,0,1,0,0,1,0,0,1
Sleman,Jasa,Mikro_Lv1,3962551,0.7695,3,1,2,1,1,0,2,1,0,1
Prambanan,Perdagangan,Mikro_Lv1,3133631,0.5853,4,2,2,0,0,0,0,0,0,5
Cangkringan,Jasa,Mikro_Lv2,9887471,0.9775,2,1,1,1,0,0,1,0,0,4
Moyudan,Perdagangan,Mikro_Lv1,3622971,0.694,4,2,2,0,0,0,0,0,0,4
Minggir,Perdagangan,Mikro_Lv1,4852708,0.9673,1,1,0,0,0,0,0,0,0,4
Seyegan,Perdagangan,Mikro_Lv1,3735066,0.7189,4,2,2,0,0,0,0,0,0,1
Pakem,Agribisnis,Mikro_Lv1,2368418,0.4152,1,1,0,1,1,0,2,1,0,3
Mlati,Jasa,Mikro_Lv1,4376748,0.8615,1,0,1,0,0,0,0,0,1,5
Seyegan,Jasa,Mikro_Lv2,9832238,0.9664,2,1,1,1,1,0,2,1,0,6
Berbah,Jasa,Mikro_Lv1,1467453,0.215,3,2,1,0,0,0,0,0,0,1
Kalasan,Jasa,Mikro_Lv3,16027937,0.4019,4,2,2,0,0,0,0,0,1,3
Sleman,Jasa,Mikro_Lv1,2870406,0.5268,1,1,0,0,0,0,0,0,0,1
Prambanan,Perdagangan,Mikro_Lv1,4478824,0.8842,2,1,1,1,0,0,1,0,0,3
Gamping,Perdagangan,Mikro_Lv1,4610609,0.9135,3,2,1,0,0,0,0,0,1,3
Godean,Jasa,Mikro_Lv1,838371,0.0752,4,2,2,0,0,0,0,0,0,5
Depok,Jasa,Mikro_Lv1,2353259,0.4118,2,1,1,1,1,0,2,1,1,3
Kalasan,Perdagangan,Mikro_Lv1,1008370,0.113,1,0,1,1,0,0,1,0,1,5
Tempel,Perdagangan,Mikro_Lv1,842542,0.0761,2,1,1,0,0,0,0,0,0,3
Seyegan,Agribisnis,Mikro_Lv2,8017375,0.6035,2,1,1,0,0,0,0,0,0,6
Ngemplak,Jasa,Mikro_Lv1,730096,0.0511,1,0,1,1,0,0,1,0,0,1
Prambanan,Agribisnis,Mikro_Lv1,3647708,0.6995,3,2,1,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,3899608,0.7555,1,0,1,0,0,0,0,0,0,2
Seyegan,Jasa,Mikro_Lv1,1116764,0.1371,2,1,1,0,0,0,0,0,0,4
Moyudan,Jasa,Mikro_Lv1,4682158,0.9294,4,2,2,1,0,0,1,0,0,1
Sleman,Perdagangan,Mikro_Lv1,4531545,0.8959,2,1,1,0,0,0,0,0,0,5
Gamping,Agribisnis,Mikro_Lv2,5120920,0.0242,5,2,3,1,0,0,1,0,1,6
Mlati,Jasa,Mikro_Lv1,2274348,0.3943,3,2,1,0,0,0,0,0,1,1
Godean,Jasa,Mikro_Lv2,5256599,0.0513,2,1,1,0,0,0,0,0,0,7
Seyegan,Perdagangan,Mikro_Lv1,4111493,0.8026,3,1,2,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,1022005,0.116,1,0,1,0,0,0,0,0,1,2
Ngaglik,Jasa,Mikro_Lv1,692407,0.0428,2,1,1,1,0,0,1,0,1,3
Sleman,Jasa,Mikro_Lv1,4119636,0.8044,1,1,0,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,991340,0.1092,3,1,2,0,0,0,0,0,0,1
Kalasan,Agribisnis,Mikro_Lv1,4589509,0.9088,3,1,2,0,0,0,0,0,1,5
Cangkringan,Perdagangan,Mikro_Lv2,5733456,0.1467,3,2,1,0,0,0,0,0,0,3
Depok,Agribisnis,Mikro_Lv1,3346649,0.6326,3,1,2,1,0,0,1,1,1,5
Turi,Jasa,Mikro_Lv1,3238349,0.6085,2,1,1,0,0,0,0,0,0,3
Moyudan,Perdagangan,Mikro_Lv1,1930807,0.318,3,2,1,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv2,8134474,0.6269,5,2,3,1,0,1,2,1,1,7
Pakem,Perdagangan,Mikro_Lv1,2505589,0.4457,2,1,1,1,0,0,1,0,0,1
Gamping,Jasa,Mikro_Lv1,4853810,0.9675,2,1,1,1,1,0,2,1,1,1
Seyegan,Jasa,Mikro_Lv1,3912724,0.7584,4,2,2,1,1,0,2,1,0,1
Turi,Jasa,Mikro_Lv1,951698,0.1004,1,1,0,1,1,1,3,1,0,3
Kalasan,Jasa,Mikro_Lv1,1037698,0.1195,2,1,1,1,1,1,3,1,1,2
Turi,Perdagangan,Mikro_Lv1,501755,0.0004,1,0,1,0,0,0,0,0,0,1
Ngemplak,Perdagangan,Mikro_Lv1,4682585,0.9295,3,2,1,0,0,0,0,0,0,3
Ngaglik,Agribisnis,Mikro_Lv1,667115,0.0371,1,1,0,1,1,0,2,1,1,3
Mlati,Jasa,Mikro_Lv1,4552500,0.9006,2,1,1,0,0,0,0,0,1,1
Ngemplak,Jasa,Mikro_Lv1,4539964,0.8978,1,1,0,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv2,9686373,0.9373,5,3,2,0,0,0,0,0,0,3
Minggir,Jasa,Mikro_Lv1,1194102,0.1542,1,0,1,1,0,0,1,0,0,5
Cangkringan,Jasa,Mikro_Lv1,1348057,0.1885,1,0,1,0,0,0,0,0,0,3
Sleman,Perdagangan,Mikro_Lv1,832616,0.0739,2,1,1,0,0,0,0,0,0,1
Ngemplak,Jasa,Mikro_Lv1,535308,0.0078,3,2,1,0,0,0,0,0,0,4
Gamping,Jasa,Mikro_Lv1,4129862,0.8066,2,1,1,1,1,0,2,1,1,1
Godean,Jasa,Mikro_Lv4,35694680,0.4278,8,5,3,1,1,0,2,1,0,7
Depok,Perdagangan,Mikro_Lv1,3648133,0.6996,4,2,2,0,0,0,0,0,1,3
Sleman,Perdagangan,Mikro_Lv1,1815870,0.2924,1,0,1,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv2,6189135,0.2378,5,3,2,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,4405081,0.8678,4,2,2,1,1,0,2,1,1,2
Ngaglik,Perdagangan,Mikro_Lv1,3539257,0.6754,1,0,1,0,0,0,0,0,1,2
Cangkringan,Jasa,Mikro_Lv1,1245746,0.1657,2,1,1,0,0,0,0,0,0,5
Tempel,Jasa,Mikro_Lv1,2341967,0.4093,4,2,2,1,0,0,1,0,0,5
Gamping,Perdagangan,Mikro_Lv1,3378727,0.6397,3,2,1,0,0,0,0,0,1,3
Godean,Jasa,Mikro_Lv1,1457644,0.2128,1,0,1,0,0,0,0,0,0,3
Cangkringan,Perdagangan,Mikro_Lv2,6995377,0.3991,3,1,2,1,0,0,1,0,0,5
Minggir,Jasa,Mikro_Lv1,3925487,0.7612,1,0,1,1,0,0,1,0,0,3
Sleman,Jasa,Mikro_Lv1,4990431,0.9979,3,2,1,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,4409475,0.8688,1,0,1,0,0,0,0,0,1,5
Ngaglik,Perdagangan,Mikro_Lv1,4595980,0.9102,2,1,1,0,0,0,0,0,1,2
Tempel,Perdagangan,Mikro_Lv1,2909437,0.5354,4,2,2,0,0,0,0,0,0,1
Minggir,Jasa,Mikro_Lv1,4787178,0.9527,2,1,1,1,1,1,3,1,0,1
Depok,Jasa,Mikro_Lv1,2479683,0.4399,4,2,2,1,1,0,2,1,1,2
Ngaglik,Agribisnis,Mikro_Lv1,1464191,0.2143,2,1,1,0,0,0,0,0,1,5
Pakem,Jasa,Mikro_Lv1,3508374,0.6685,2,1,1,0,0,0,0,0,0,5
Pakem,Perdagangan,Mikro_Lv1,4280843,0.8402,4,2,2,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,3343596,0.6319,2,1,1,1,1,0,2,1,1,1
Depok,Jasa,Mikro_Lv1,4470623,0.8824,2,1,1,0,0,0,0,0,1,5
Sleman,Jasa,Mikro_Lv1,4733225,0.9407,4,2,2,0,0,0,0,0,0,4
Mlati,Jasa,Mikro_Lv1,3772113,0.7271,1,1,0,0,0,0,0,0,1,4
Turi,Agribisnis,Mikro_Lv1,1176538,0.1503,2,1,1,0,0,0,0,0,0,4
Prambanan,Jasa,Mikro_Lv1,2674719,0.4833,4,2,2,1,1,0,2,1,0,5
Kalasan,Jasa,Mikro_Lv1,4355101,0.8567,1,1,0,0,0,0,0,0,1,3
Berbah,Perdagangan,Mikro_Lv1,3042902,0.5651,2,1,1,0,0,0,0,0,0,1
Depok,Agribisnis,Mikro_Lv1,3116254,0.5814,3,2,1,0,0,0,0,0,1,4
Ngemplak,Perdagangan,Mikro_Lv1,3092650,0.5761,4,2,2,0,0,0,0,0,0,2
Ngaglik,Jasa,Mikro_Lv1,1742185,0.276,1,1,0,0,0,0,0,0,1,3
Godean,Perdagangan,Mikro_Lv1,1013205,0.114,3,1,2,0,0,0,0,0,0,1
Ngemplak,Jasa,Mikro_Lv1,3360713,0.6357,3,1,2,0,0,0,0,0,0,5
Cangkringan,Perdagangan,Mikro_Lv1,4064074,0.792,1,1,0,1,0,0,1,0,0,5
Ngemplak,Perdagangan,Mikro_Lv1,1099479,0.1332,3,2,1,0,0,0,0,0,0,2
Pakem,Perdagangan,Mikro_Lv1,661715,0.0359,4,2,2,0,0,0,0,0,0,5
Mlati,Perdagangan,Mikro_Lv1,3377309,0.6394,1,1,0,0,0,0,0,0,1,1
Gamping,Jasa,Mikro_Lv1,4160171,0.8134,4,2,2,1,0,0,1,0,1,5
Depok,Perdagangan,Mikro_Lv1,3000628,0.5557,3,2,1,0,0,0,0,0,1,3
Kalasan,Perdagangan,Mikro_Lv1,1358095,0.1907,2,1,1,0,0,0,0,0,1,3
Mlati,Perdagangan,Mikro_Lv1,3091223,0.5758,1,0,1,1,0,0,1,0,1,4
Mlati,Perdagangan,Mikro_Lv1,1768026,0.2818,1,0,1,0,0,0,0,0,1,2
Moyudan,Jasa,Mikro_Lv1,4877278,0.9727,4,2,2,1,0,0,1,0,0,4
Kalasan,Jasa,Mikro_Lv1,826380,0.0725,3,2,1,1,0,0,1,0,1,3
Gamping,Perdagangan,Mikro_Lv1,2056681,0.3459,4,2,2,1,1,0,2,1,1,5
Prambanan,Jasa,Mikro_Lv2,8533147,0.7066,5,3,2,0,0,0,0,0,0,5
Cangkringan,Jasa,Mikro_Lv1,1101248,0.1336,3,2,1,1,1,0,2,1,0,3
Kalasan,Jasa,Mikro_Lv1,3043833,0.5653,4,2,2,1,0,0,1,0,1,1
Godean,Jasa,Mikro_Lv1,3641730,0.6982,2,1,1,1,0,0,1,0,0,4
Tempel,Jasa,Mikro_Lv2,7649000,0.5298,1,0,1,1,1,0,2,1,0,5
Depok,Perdagangan,Mikro_Lv2,9583889,0.9168,2,1,1,0,0,0,0,0,1,8
Berbah,Jasa,Mikro_Lv1,3357224,0.6349,4,2,2,1,1,0,2,1,0,5
Gamping,Jasa,Mikro_Lv1,894057,0.0876,4,2,2,0,0,0,0,0,1,5
Turi,Agribisnis,Mikro_Lv1,2135236,0.3634,1,1,0,0,0,0,0,0,0,5
Ngemplak,Perdagangan,Mikro_Lv1,4941227,0.9869,4,2,2,1,0,0,1,0,0,5
Gamping,Perdagangan,Mikro_Lv1,4768929,0.9487,3,2,1,1,0,0,1,0,1,1
Depok,Perdagangan,Mikro_Lv1,2713852,0.492,1,1,0,1,1,0,2,1,1,4
Ngaglik,Perdagangan,Mikro_Lv1,3302819,0.6228,1,1,0,0,0,0,0,0,1,5
Moyudan,Agribisnis,Mikro_Lv1,3560143,0.68,3,1,2,1,0,0,1,0,0,4
Ngemplak,Perdagangan,Mikro_Lv1,4328961,0.8509,3,1,2,0,0,0,0,0,0,4
Turi,Jasa,Mikro_Lv1,4973267,0.9941,2,1,1,1,1,0,2,1,0,3
Seyegan,Jasa,Mikro_Lv1,3652888,0.7006,4,2,2,0,0,0,0,0,0,4
Mlati,Perdagangan,Mikro_Lv1,4842565,0.965,4,2,2,1,1,0,2,1,1,2
Seyegan,Perdagangan,Mikro_Lv1,2144590,0.3655,3,2,1,0,0,0,0,0,0,5
Kalasan,Jasa,Mikro_Lv1,1767653,0.2817,1,0,1,0,0,0,0,0,1,1
Godean,Perdagangan,Mikro_Lv1,3135872,0.5857,1,0,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,4673970,0.9275,3,1,2,1,1,0,2,1,0,3
Gamping,Jasa,Mikro_Lv1,4615981,0.9147,3,2,1,1,0,0,1,0,1,5
Cangkringan,Perdagangan,Mikro_Lv1,2990899,0.5535,3,1,2,1,1,0,2,1,0,1
Sleman,Perdagangan,Mikro_Lv1,2061523,0.347,2,1,1,0,0,0,0,0,0,3
Ngemplak,Jasa,Mikro_Lv1,2246267,0.3881,4,2,2,0,0,0,0,0,0,1
Pakem,Perdagangan,Mikro_Lv1,3142873,0.5873,1,0,1,0,0,0,0,0,0,5
Cangkringan,Jasa,Mikro_Lv1,4576153,0.9058,3,2,1,0,0,0,0,0,0,3
Pakem,Perdagangan,Mikro_Lv1,4433157,0.874,2,1,1,1,0,0,1,0,0,1
Sleman,Jasa,Mikro_Lv1,2576491,0.4614,1,1,0,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,3118448,0.5819,1,1,0,0,0,0,0,0,1,2
Ngaglik,Agribisnis,Mikro_Lv1,4525367,0.8945,2,1,1,0,0,0,0,0,1,2
Berbah,Agribisnis,Mikro_Lv1,1367491,0.1928,2,1,1,0,0,0,0,0,0,1
Godean,Agribisnis,Mikro_Lv1,3229063,0.6065,4,2,2,0,0,0,0,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,1065994,0.1258,4,2,2,1,0,0,1,0,0,1
Godean,Perdagangan,Mikro_Lv1,1874910,0.3055,4,2,2,0,0,0,0,0,0,2
Sleman,Jasa,Mikro_Lv1,4913391,0.9808,4,2,2,0,0,0,0,0,0,5
Ngemplak,Jasa,Mikro_Lv1,1017634,0.115,2,1,1,1,1,0,2,1,0,5
Gamping,Jasa,Mikro_Lv4,25668882,0.0268,3,2,1,1,1,0,2,1,1,9
Godean,Jasa,Mikro_Lv1,807957,0.0684,2,1,1,0,0,0,0,0,0,3
Seyegan,Perdagangan,Mikro_Lv1,3121277,0.5825,4,2,2,0,0,0,0,0,0,3
Tempel,Jasa,Mikro_Lv1,1786592,0.2859,2,1,1,0,0,0,0,0,0,4
Moyudan,Perdagangan,Mikro_Lv1,3983906,0.7742,4,2,2,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,1350374,0.189,3,2,1,0,0,0,0,0,1,1
Ngemplak,Perdagangan,Mikro_Lv4,37869353,0.5148,9,4,5,1,1,0,2,1,0,12
Pakem,Perdagangan,Mikro_Lv1,4817809,0.9595,1,1,0,0,0,0,0,0,0,1
Seyegan,Jasa,Mikro_Lv1,2105953,0.3569,3,2,1,0,0,0,0,0,0,2
Sleman,Agribisnis,Mikro_Lv1,4783304,0.9518,3,1,2,0,0,0,0,0,0,1
Ngemplak,Jasa,Mikro_Lv1,2551904,0.456,1,1,0,1,1,0,2,1,0,5
Gamping,Perdagangan,Mikro_Lv1,3967695,0.7706,1,0,1,1,1,0,2,1,1,4
Depok,Perdagangan,Mikro_Lv1,1884643,0.3077,1,0,1,0,0,0,0,0,1,2
Sleman,Jasa,Mikro_Lv1,3522195,0.6716,2,1,1,1,0,0,1,0,0,2
Depok,Jasa,Mikro_Lv1,1236754,0.1637,1,1,0,0,0,0,0,0,1,2
Ngemplak,Jasa,Mikro_Lv1,1232958,0.1629,1,1,0,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv2,9652069,0.9304,3,1,2,1,1,0,2,1,1,5
Sleman,Perdagangan,Mikro_Lv1,3182254,0.5961,4,2,2,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,3588639,0.6864,4,2,2,1,0,0,1,0,1,3
Seyegan,Jasa,Mikro_Lv1,3538921,0.6753,2,1,1,0,0,0,0,0,0,3
Mlati,Jasa,Mikro_Lv1,3451996,0.656,4,2,2,1,1,0,2,1,1,5
Seyegan,Perdagangan,Mikro_Lv1,1273056,0.1718,1,1,0,0,0,0,0,0,0,2
Cangkringan,Jasa,Mikro_Lv1,1578059,0.2396,4,2,2,1,1,0,2,1,0,3
Gamping,Jasa,Mikro_Lv1,2200968,0.378,4,2,2,1,1,0,2,1,1,3
Ngemplak,Jasa,Mikro_Lv1,2221942,0.3827,4,2,2,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,1148610,0.1441,3,2,1,0,0,0,0,0,1,1
Moyudan,Jasa,Mikro_Lv1,3608173,0.6907,1,1,0,1,0,0,1,0,0,4
Berbah,Perdagangan,Mikro_Lv1,2946953,0.5438,3,2,1,0,0,0,0,0,0,5
Gamping,Perdagangan,Mikro_Lv1,1294229,0.1765,4,2,2,0,0,0,0,0,1,3
Tempel,Jasa,Mikro_Lv1,1174719,0.1499,3,2,1,0,0,0,0,0,0,1
Depok,Perdagangan,Mikro_Lv1,2082749,0.3517,1,1,0,1,0,0,1,0,1,5
Ngemplak,Perdagangan,Mikro_Lv1,2573115,0.4607,1,1,0,1,0,0,1,0,0,4
Cangkringan,Perdagangan,Mikro_Lv3,24685355,0.979,3,1,2,1,1,1,3,1,0,11
Ngaglik,Jasa,Mikro_Lv1,2517255,0.4483,1,1,0,1,0,0,1,1,1,3
Godean,Perdagangan,Mikro_Lv1,4623640,0.9164,1,1,0,0,0,0,0,0,0,3
Cangkringan,Jasa,Mikro_Lv1,3492578,0.665,3,1,2,1,0,0,1,0,0,3
Seyegan,Jasa,Mikro_Lv1,1532819,0.2295,1,1,0,0,0,0,0,0,0,1
Godean,Jasa,Mikro_Lv1,4426408,0.8725,2,1,1,0,0,0,0,0,0,5
Ngemplak,Jasa,Mikro_Lv1,3788252,0.7307,4,2,2,0,0,0,0,0,0,1
Moyudan,Jasa,Mikro_Lv2,8258759,0.6518,5,3,2,1,1,0,2,1,0,7
